461.701,-117.507,6.23042
459.714,-119.58,9.10141
457.736,-121.645,11.9606
455.759,-123.712,14.8213
453.138,-126.454,18.6141
451.161,-128.524,21.4768
448.523,-131.29,25.2987
446.54,-133.372,28.1747
444.557,-135.456,31.0503
442.572,-137.544,33.9313
439.927,-140.329,37.7726
437.937,-142.425,40.6621
435.282,-145.221,44.5176
433.295,-147.312,47.4024
431.303,-149.407,50.2928
429.305,-151.505,53.1907
426.638,-154.304,57.0572
425.301,-155.706,58.9942
422.628,-158.506,62.8663
420.612,-160.616,65.7844
417.921,-163.433,69.6804
415.903,-165.546,72.6026
413.883,-167.662,75.5285
411.187,-170.487,79.4346
409.168,-172.605,82.361
406.478,-175.427,86.2597
405.127,-176.846,88.219
402.427,-179.681,92.1321
400.408,-181.804,95.0609
398.384,-183.933,97.9961
395.683,-186.776,101.916
394.331,-188.2,103.878
391.627,-191.049,107.805
389.6,-193.185,110.748
386.893,-196.042,114.682
384.861,-198.189,117.636
382.158,-201.045,121.566
380.799,-202.482,123.543
378.755,-204.646,126.518
376.045,-207.516,130.463
374.026,-209.655,133.403
371.334,-212.51,137.325
369.311,-214.659,140.274
367.282,-216.813,143.232
364.577,-219.687,147.176
362.544,-221.845,150.139
359.835,-224.716,154.084
357.802,-226.866,157.041
355.092,-229.726,160.978
353.067,-231.859,163.918
351.055,-233.974,166.836
349.05,-236.079,169.741
346.393,-238.87,173.592
344.425,-240.936,176.444
342.471,-242.989,179.277
339.859,-245.735,183.064
337.904,-247.792,185.906
335.299,-250.535,189.694
333.339,-252.598,192.544
331.376,-254.666,195.399
329.411,-256.738,198.259
327.452,-258.803,201.109
324.838,-261.558,204.913
322.881,-263.623,207.762
320.934,-265.677,210.596
319.001,-267.716,213.41
316.462,-270.397,217.108
315.202,-271.728,218.944
312.713,-274.357,222.57
310.869,-276.305,225.256
308.445,-278.866,228.789
306.654,-280.76,231.399
304.885,-282.629,233.977
303.139,-284.475,236.522
301.416,-286.298,239.034
299.701,-288.111,241.534
297.465,-290.476,244.794
295.823,-292.213,247.186
294.189,-293.939,249.562
292.572,-295.647,251.912
290.973,-297.334,254.236
288.864,-299.557,257.298
287.301,-301.203,259.567
285.251,-303.358,262.54
283.734,-304.951,264.738
282.231,-306.528,266.916
280.258,-308.597,269.773
278.8,-310.124,271.884
277.359,-311.634,273.97
275.465,-313.618,276.711
274.068,-315.081,278.733
272.69,-316.526,280.729
270.877,-318.428,283.355
269.535,-319.836,285.299
268.197,-321.239,287.237
266.877,-322.624,289.149
265.138,-324.447,291.666
262.546,-327.165,295.42
261.264,-328.51,297.277
259.57,-330.285,299.728
258.312,-331.604,301.55
256.675,-333.32,303.92
255.472,-334.58,305.661
253.899,-336.228,307.937
252.744,-337.437,309.608
251.236,-339.013,311.788
249.037,-341.299,314.957
247.969,-342.4,316.491
246.92,-343.473,317.99
245.891,-344.519,319.456
244.873,-345.545,320.901
242.89,-347.52,323.697
241.605,-348.784,325.497
239.721,-350.613,328.121
237.886,-352.364,330.654
236.677,-353.494,332.306
234.88,-355.135,334.734
233.685,-356.198,336.328
231.584,-358.013,339.095
229.458,-359.78,341.845
227.611,-361.254,344.191
225.73,-362.687,346.53
223.498,-364.291,349.237
221.254,-365.793,351.881
219.34,-366.994,354.077
217.124,-368.301,356.56
214.906,-369.523,358.983
212.01,-370.992,362.055
209.71,-372.047,364.431
206.636,-373.31,367.526
202.663,-374.725,371.413
198.944,-375.816,376.165
194.116,-376.895,383.195
185.258,-377.935,395.409
168.893,-376.931,410.997
163.319,-375.907,416.622
157.566,-374.673,422.673
153.015,-373.613,427.538
148.346,-372.48,432.582
143.56,-371.329,437.789
137.266,-369.924,444.61
130.814,-368.637,451.53
124.241,-367.501,458.533
114.392,-366.389,468.892
88.519,-367.683,495.743
83.6085,-368.7,500.884
78.1197,-370.1,506.707
74.2446,-371.254,510.886
70.3495,-372.553,515.112
67.0071,-373.781,518.742
63.6688,-375.115,522.384
59.7893,-376.804,526.65
55.9259,-378.643,530.952
52.6343,-380.339,534.675
48.8255,-382.459,539.065
45.5891,-384.396,542.835
43.4422,-385.75,545.354
41.8461,-386.792,547.239
40.2497,-387.864,549.134
38.6675,-388.955,551.024
36.571,-390.446,553.547
35.0092,-391.591,555.442
33.4481,-392.764,557.352
31.9008,-393.955,559.261
29.8477,-395.583,561.822
28.3173,-396.833,563.763
26.7982,-398.106,565.723
24.7866,-399.842,568.354
23.2923,-401.173,570.336
21.8107,-402.526,572.326
20.344,-403.897,574.318
18.8803,-405.295,576.327
16.9411,-407.187,579.017
14.5366,-409.585,582.389
12.6182,-411.537,585.107
11.1859,-413.016,587.153
9.75562,-414.515,589.212
7.86335,-416.534,591.981
6.45587,-418.062,594.061
5.04258,-419.618,596.166
3.64051,-421.19,598.275
1.78658,-423.298,601.086
0.86061,-424.362,602.499
-0.5236,-425.966,604.62
-2.37461,-428.129,607.471
-3.75991,-429.758,609.613
-5.59716,-431.931,612.462
-6.97825,-433.571,614.609
-8.36196,-435.222,616.765
-9.7518,-436.884,618.934
-11.1427,-438.55,621.106
-13.0022,-440.779,624.012
-14.4004,-442.456,626.197
-16.2657,-444.692,629.112
-17.6708,-446.374,631.306
-19.5592,-448.626,634.25
-20.9847,-450.317,636.468
-22.4199,-452.012,638.694
-24.3423,-454.268,641.664
-25.7953,-455.961,643.901
-27.2689,-457.667,646.16
-29.2348,-459.924,649.16
-30.7098,-461.604,651.4
-32.7035,-463.857,654.415
-34.2117,-465.549,656.687
-36.2365,-467.804,659.724
-37.7643,-469.495,662.008
-39.2996,-471.186,664.297
-40.8411,-472.878,666.591
-42.3918,-474.574,668.894
-43.9485,-476.272,671.202
-45.5143,-477.974,673.52
-47.0853,-479.677,675.842
-49.1846,-481.945,678.939
-50.7693,-483.647,681.27
-52.8909,-485.915,684.382
-54.4905,-487.614,686.721
-56.6395,-489.883,689.853
-58.2643,-491.589,692.218
-59.8929,-493.291,694.583
-62.0744,-495.559,697.741
-63.721,-497.263,700.119
-65.9288,-499.539,703.301
-67.5901,-501.247,705.691
-69.8045,-503.522,708.875
-71.4706,-505.232,711.269
-73.7027,-507.523,714.475
-75.3817,-509.246,716.887
-77.6241,-511.547,720.106
-79.3094,-513.276,722.525
-81.0835,-515.093,725.07
-82.3851,-516.424,726.934
-84.9887,-519.074,730.654
-86.6919,-520.797,733.08
-88.409,-522.526,735.519
-90.7156,-524.834,738.785
-92.4654,-526.574,741.256
-94.799,-528.882,744.541
-96.5479,-530.602,746.996
-98.9091,-532.911,750.302
-100.685,-534.639,752.782
-103.06,-536.936,756.088
-104.256,-538.088,757.75
-106.652,-540.384,761.071
-108.459,-542.105,763.568
-110.274,-543.827,766.073
-112.709,-546.123,769.423
-114.542,-547.842,771.939
-116.998,-550.131,775.298
-118.848,-551.848,777.824
-120.706,-553.564,780.354
-123.193,-555.852,783.735
-124.442,-556.998,785.43
-126.947,-559.292,788.827
-128.834,-561.017,791.383
-131.355,-563.319,794.796
-133.246,-565.042,797.353
-135.143,-566.77,799.918
-137.685,-569.08,803.351
-139.594,-570.81,805.925
-142.161,-573.129,809.382
-144.09,-574.864,811.975
-146.66,-577.165,815.421
-148.599,-578.892,818.016
-150.545,-580.619,820.615
-153.148,-582.916,824.084
-155.111,-584.64,826.694
-157.757,-586.95,830.203
-159.742,-588.671,832.828
-161.729,-590.382,835.449
-164.389,-592.654,838.945
-166.402,-594.357,841.581
-169.106,-596.623,845.107
-171.137,-598.309,847.745
-173.175,-599.988,850.383
-175.915,-602.23,853.921
-177.98,-603.907,856.578
-180.048,-605.579,859.234
-182.817,-607.805,862.782
-184.904,-609.475,865.451
-186.996,-611.14,868.121
-189.791,-613.355,871.68
-191.898,-615.015,874.358
-194.716,-617.225,877.932
-196.834,-618.876,880.612
-198.958,-620.522,883.294
-201.094,-622.168,885.985
-203.955,-624.354,889.58
-205.39,-625.443,891.379
-208.267,-627.612,894.975
-210.434,-629.234,897.679
-213.334,-631.392,901.288
-215.518,-633.008,904
-218.436,-635.155,907.617
-220.633,-636.764,910.337
-222.835,-638.369,913.058
-225.04,-639.97,915.779
-227.989,-642.099,919.412
-230.201,-643.689,922.133
-232.425,-645.28,924.865
-234.657,-646.869,927.601
-236.893,-648.455,930.339
-239.878,-650.561,933.986
-242.125,-652.138,936.726
-245.131,-654.238,940.386
-247.388,-655.81,943.131
-249.649,-657.38,945.878
-251.916,-658.95,948.628
-254.937,-661.036,952.291
-257.209,-662.6,955.043
-259.486,-664.163,957.797
-262.524,-666.243,961.469
-264.806,-667.801,964.224
-267.094,-669.358,966.984
-269.384,-670.913,969.744
-272.441,-672.976,973.422
-274.735,-674.516,976.176
-277.796,-676.558,979.845
-280.101,-678.086,982.603
-283.181,-680.114,986.28
-285.502,-681.631,989.045
-287.818,-683.136,991.799
-290.874,-685.11,995.429
-294.654,-687.529,999.904
-296.884,-688.946,1002.54
-299.804,-690.788,1005.98
-301.966,-692.143,1008.53
-304.104,-693.475,1011.05
-306.895,-695.203,1014.32
-308.938,-696.461,1016.72
-310.949,-697.693,1019.07
-313.556,-699.284,1022.12
-315.449,-700.435,1024.33
-317.88,-701.907,1027.17
-319.631,-702.963,1029.21
-321.324,-703.979,1031.18
-325.082,-706.22,1035.55
-328.077,-707.991,1039.02
-331.297,-709.871,1042.74
-333.813,-711.32,1045.64
-336.183,-712.667,1048.36
-338.823,-714.146,1051.38
-341.393,-715.568,1054.31
-343.931,-716.957,1057.2
-346.107,-718.138,1059.68
-348.291,-719.307,1062.15
-350.817,-720.632,1065
-353.323,-721.91,1067.81
-355.453,-722.961,1070.18
-358.893,-724.579,1073.97
-361.214,-725.606,1076.49
-364.089,-726.788,1079.58
-367.146,-727.914,1082.76
-370.984,-729.11,1086.63
-375.871,-730.205,1091.43
-394.674,-729.122,1111.25
-398.148,-727.789,1116.3
-401.048,-726.299,1120.59
-403.245,-724.899,1124.05
-404.863,-723.692,1126.76
-406.391,-722.398,1129.17
-407.865,-720.995,1131.48
-409.097,-719.701,1133.42
-410.278,-718.327,1135.34
-411.587,-716.612,1137.59
-412.628,-715.068,1139.52
-413.281,-713.999,1140.76
-414.197,-712.332,1142.58
-415.166,-710.288,1144.78
-416.023,-708.145,1147.05
-416.775,-705.905,1149.4
-417.341,-703.916,1151.47
-417.684,-702.55,1152.88
-417.923,-701.512,1153.94
-418.148,-700.456,1155.02
-418.357,-699.391,1156.11
-418.552,-698.309,1157.21
-418.732,-697.209,1158.33
-418.946,-695.72,1159.83
-419.089,-694.587,1160.97
-419.217,-693.438,1162.12
-419.33,-692.272,1163.28
-419.429,-691.091,1164.46
-419.542,-689.5,1166.04
-419.613,-688.289,1167.24
-419.675,-687.065,1168.45
-419.73,-685.819,1169.68
-419.778,-684.568,1170.92
-419.823,-683.306,1172.16
-419.879,-681.602,1173.84
-419.917,-680.31,1175.11
-419.954,-678.999,1176.41
-420.001,-677.243,1178.14
-420.036,-675.919,1179.44
-420.073,-674.573,1180.77
-420.112,-673.218,1182.11
-420.173,-671.392,1183.91
-420.224,-670.01,1185.28
-420.282,-668.611,1186.66
-420.368,-666.734,1188.52
-420.442,-665.317,1189.93
-420.557,-663.403,1191.83
-420.656,-661.965,1193.26
-420.805,-660.042,1195.18
-420.93,-658.606,1196.61
-421.065,-657.177,1198.04
-421.264,-655.289,1199.93
-421.428,-653.888,1201.33
-421.67,-652.037,1203.19
-421.87,-650.659,1204.58
-422.086,-649.293,1205.97
-422.317,-647.946,1207.33
-422.65,-646.181,1209.13
-423.208,-643.585,1211.78
-423.515,-642.31,1213.09
-423.95,-640.637,1214.81
-424.296,-639.4,1216.1
-424.659,-638.177,1217.37
-425.171,-636.566,1219.05
-426.006,-634.179,1221.55
-426.454,-633.001,1222.8
-426.926,-631.829,1224.04
-427.592,-630.273,1225.7
-428.676,-627.952,1228.19
-429.256,-626.799,1229.44
-429.861,-625.654,1230.72
-430.49,-624.517,1232.02
-431.144,-623.392,1233.33
-432.043,-621.924,1235.07
-432.735,-620.853,1236.37
-433.687,-619.453,1238.11
-434.425,-618.42,1239.43
-435.442,-617.066,1241.21
-437.311,-614.758,1244.41
-439.014,-612.836,1247.29
-440.811,-610.968,1250.3
-442.064,-609.755,1252.32
-444.349,-607.722,1255.84
-446.406,-606.076,1258.89
-448.525,-604.551,1261.95
-450.722,-603.13,1265.07
-453.005,-601.81,1268.09
-455.362,-600.586,1271.04
-458.199,-599.262,1274.43
-461.124,-598.032,1277.81
-465.001,-596.583,1282.04
-468.093,-595.577,1285.12
-472.664,-594.349,1289.65
-478.805,-593.186,1295.7
-514.473,-594.337,1331.37
-520.943,-595.423,1337.9
-528.365,-596.751,1345.39
-534.817,-597.907,1351.89
-540.524,-598.931,1357.64
-546.34,-599.973,1363.5
-552.851,-601.135,1370.07
-558.863,-602.166,1376.13
-567.455,-603.478,1384.79
-575.595,-604.524,1392.98
-587.108,-605.58,1404.54
-627.002,-604.514,1444.31
-633.16,-603.45,1450.4
-638.691,-602.217,1455.97
-642.952,-601.083,1460.41
-647.202,-599.794,1464.98
-651.436,-598.359,1469.81
-655.044,-597.021,1474
-659.23,-595.333,1478.97
-662.761,-593.776,1483.28
-665.091,-592.676,1486.19
-668.563,-590.93,1490.47
-672.562,-588.737,1495.34
-675.915,-586.744,1499.42
-678.132,-585.34,1502.13
-679.768,-584.258,1504.01
-681.39,-583.143,1505.9
-682.996,-581.997,1507.8
-685.106,-580.425,1510.35
-686.667,-579.212,1512.26
-688.214,-577.967,1514.19
-690.251,-576.263,1516.78
-691.76,-574.954,1518.73
-693.251,-573.622,1520.68
-694.729,-572.261,1522.65
-696.19,-570.878,1524.64
-698.111,-569.003,1527.29
-699.539,-567.57,1529.29
-701.426,-565.628,1531.97
-702.825,-564.155,1533.99
-704.237,-562.637,1536.05
-706.079,-560.612,1538.78
-707.425,-559.096,1540.8
-708.782,-557.546,1542.85
-710.13,-555.972,1544.92
-711.475,-554.376,1547
-713.241,-552.236,1549.77
-714.545,-550.624,1551.84
-716.281,-548.435,1554.63
-717.57,-546.772,1556.74
-719.272,-544.531,1559.55
-720.116,-543.401,1560.96
-721.788,-541.118,1563.79
-722.619,-539.968,1565.21
-724.258,-537.652,1568.05
-725.477,-535.901,1570.18
-727.086,-533.551,1573.02
-728.281,-531.778,1575.16
-729.867,-529.389,1578.02
-730.656,-528.186,1579.45
-732.221,-525.765,1582.32
-733.386,-523.941,1584.48
-734.93,-521.492,1587.36
-736.082,-519.641,1589.53
-737.234,-517.77,1591.72
-738.376,-515.893,1593.91
-739.88,-513.39,1596.81
-741,-511.503,1598.99
-742.117,-509.601,1601.19
-743.602,-507.047,1604.12
-744.339,-505.766,1605.59
-745.809,-503.191,1608.54
-746.906,-501.251,1610.75
-748.001,-499.302,1612.97
-749.095,-497.342,1615.2
-750.548,-494.721,1618.17
-751.635,-492.745,1620.41
-752.72,-490.761,1622.65
-753.801,-488.77,1624.9
-754.88,-486.768,1627.16
-756.313,-484.088,1630.19
-757.031,-482.741,1631.71
-758.465,-480.033,1634.77
-759.537,-477.998,1637.07
-760.608,-475.955,1639.38
-762.026,-473.234,1642.46
-762.738,-471.863,1644.02
